,Job Title,Company Name,Location,Work Mode,Employment Type,Company Headcount,Industry,JD,JobID
358,Entry Level Software Engineer,Revature,"Dublin, CA",,Full-time · Entry level,"1,001-5,000 employees",IT Services and IT Consulting,"We are seeking talented individuals that are motivated to kickstart their technology career. No prior professional experience required.

Revature is the largest and fastest growing employer of emerging technology talent across the U.S. Come join us! As a Revature Entry Level Software Engineer you will receive on-the-job-training to become an experienced software engineer.

Remote interviews are starting now!

Benefits For Entry Level Software Engineer
Launch a software engineering career with no prior experience
Learn to code on the job. that's right: we pay you to learn.
Competitive salary
Relocation assistance
Paid time off
Industry Certifications - Employer paid.
401k
Mentoring program
Career acceleration: over 72% of Revature alumni have received an additional promotion and 92% saw their salary significantly increase after launching their tech career with Revature
Entry Level Software Engineer Training Programme
Full-time, paid training
Work on real world projects in a team environment to get you enterprise-ready for placement with one of our corporate partners.
Training on the most in-demand programming skills in the job market. we work together with our corporate partners, to identify the skills that are most vital to their organisation
We're invested in your success-you'll have an employee engagement team member to support and provide you with a wide range of assistance
As a Revature employee, you'll also have access to our expansive network of like minded peers who will show you the ropes to ensure you'll rock your tech career
What We Are Looking For
College degree (Associates or Bachelors)
Must be legally authorized to work in the US
Strong desire to learn to code - No prior professional experience required.
A natural problem solver
Team player
Challenge seekers looking to develop tech skills
Adaptable
Strong communication and interpersonal skills
Willing to relocate anywhere in the US - Relocation assistance provided
Working for Revature is more than a job, we develop you into an experienced software engineer and put you on an accelerated career path. Fast track your tech career and work for a company that invests in you-whose own success is dependent on your success.

Equal Employment Opportunity

The Company is an equal opportunity employer. We will extend equal opportunity to all individuals without regard to race, religion, color, sex, pregnancy, childbirth or related medical conditions, sexual orientation, gender identity, national origin, disability, age, genetic information, marital status, veteran status, or any other status protected under applicable federal, state, or local laws. This policy applies to all terms and conditions of employment, including but not limited to, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, benefits, compensation and training. If you require an accommodation to work based on any of these protected factors, please notify the Human Resources Department, and the Company will evaluate the request and provide an accommodation in accordance with applicable law.

We seek to comply with all applicable federal, state and local laws related to discrimination and will not tolerate the interference with the ability of any of the Company's employees to perform their job duties. Our policy reflects and affirms the Company's commitment to the principles of fair employment and the elimination of all discriminatory practices.",3360982698
359,Spark Developer,NAM Info Inc,"New Jersey, United States",Remote,Contract · Mid-Senior level,51-200 employees,Staffing and Recruiting,"Job Role: Spark Developer
Job Type: Contract
Job Location: Remote

Job Description:

Scala and Spark (Batch and Structured Streaming)development

· Experience building data pipelines using both Spark structured streaming and spark batch processes.

· Experience in consuming and producing messages to Kafka topic

· Clear understanding of Hadoop Ecosystem & Spark Architecture

· Strong understanding of Functional programming and RESTful APIs

· Produce unit tests for Spark transformations and helper methods

· Experience with design and implementation of ETL framework for complex warehouses, Knowledge of large data sets and experience with performance tuning and troubleshooting.

· Strong knowledge and hands-on experience in SQL, Unix shell scripting",3373171134
360,Distinguished Machine Learning Engineer- Remote Eligible,Capital One,"Plano, TX",,Part-time · Mid-Senior level,"10,001+ employees",Financial Services,"Locations: VA - Richmond, United States of America, Richmond, VirginiaDistinguished Machine Learning Engineer- Remote Eligible

Distinguished Machine Learning Engineer

(Director-level)

At Capital One, we believe that machine learning represents the biggest opportunity in financial services today, and is a chance to revolutionize the industry. Capital One’s commitment to machine learning has sponsorship from the CEO, the Board of Directors, and the executive committee of the company. The Center for Machine Learning is at the heart of this effort, and is leading the way towards building responsible and impactful tools, platforms, and solutions that leverage ML.

As a Capital One Machine Learning Engineer, you'll be providing technical leadership to engineering teams dedicated to productionizing machine learning applications and systems at scale. You’ll participate in the detailed technical design, development, and implementation of machine learning applications using existing and emerging technology platforms. You’ll serve as a technical domain expert in machine learning, guiding machine learning architectural design decisions, developing and reviewing model and application code, and ensuring high availability and performance of our machine learning applications. You'll have the opportunity to continuously learn and apply the latest innovations and best practices in machine learning engineering. You’ll also mentor other engineers and further develop your technical knowledge and skills to keep Capital One at the cutting edge of technology.

What you’ll do in the role:
Deliver ML models and software components that solve challenging business problems in the financial services industry, working in collaboration with the Product, Architecture, Engineering, and Data Science teams.
Drive the creation and evolution of ML models and software that enable state-of-the-art intelligent systems.
Lead large-scale ML initiatives with the customer in mind.
Leverage cloud-based architectures and technologies to deliver optimized ML models at scale.
Optimize data pipelines to feed ML models.
Use programming languages like Python, Scala, C/C++.
Leverage compute technologies such as Dask and RAPIDS
Evangelize best practices in all aspects of the engineering and modeling lifecycles.
Help recruit, nurture, and retain top engineering talent.

Basic Qualifications
Bachelor’s degree.
At least 10 years of experience designing and building data-intensive solutions using distributed computing.
At least 6 years of experience programming in C, C++, Python, or Scala.
At least 3 years of experience with the full ML development lifecycle using modern technology in a business critical setting.
At least 2 years of experience using Dask, RAPIDS, or in High Performance Computing
At least 2 years of experience with the PyData ecosystem (NumPy, Pandas, and Scikit-learn)

Preferred Qualifications
Master's or doctoral degree in computer science, electrical engineering, mathematics, or a similar field.
3+ years of experience designing, implementing, and scaling production-ready data pipelines that feed ML models.
8+ years of experience within a large/data-intensive multi-line business environment.
Experience partnering with technology peers responsible for data architecture and distributed computing infrastructure/platforms.
Ability to communicate complex technical concepts clearly to a variety of audiences.
ML industry impact through conference presentations, papers, blog posts, or open source contributions.
Ability to attract and develop high-performing software engineers with an inspiring leadership style.

At this time, Capital One will not sponsor a new applicant for employment authorization for this position.

The minimum and maximum full-time annual salaries for this role are listed below, by location. Please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount Capital One is willing to pay at the time of this posting. Salaries for part-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.

Location is New York City- $260,592 and $307,440 for Distinguished Machine Learning EngineerLocation is Colorado- $220,854 and $260,558 for Distinguished Machine Learning Engineer

Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.

No agencies please. Capital One is an Equal Opportunity Employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, physical and mental disability, genetic information, marital status, sexual orientation, gender identity/assignment, citizenship, pregnancy or maternity, protected veteran status, or any other status prohibited by applicable national, federal, state or local law. Capital One promotes a drug-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.

If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1-800-304-9102 or via email at RecruitingAccommodation@capitalone.com . All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.

For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com

Capital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.

Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).",3352176521
361,"Software Engineer, Systems ML",Meta,"Menlo Park, CA",,Full-time,"10,001+ employees",Software Development,"Meta is seeking an AI Software Engineer to join our PyTorch Team. The ideal candidate will have industry experience in AI Research and in developing tools and frameworks for related topics. The position will involve taking these skills and applying them to solve for some of the most crucial & exciting problems that exist for AI Researchers.

Software Engineer, Systems ML Responsibilities:

Apply relevant AI and machine learning techniques to build & optimize frameworks for AI researchers
Assist in goal setting related to project impact, AI system design, and ML excellence
Drive a vision for the direction of AI research and how tooling can assist
Mentor other AI Engineers & improve the quality of AI work in the broader tea
Develop custom/novel architectures, define use cases, and develop methodology & benchmarks to evaluate different approaches

Minimum Qualifications:

Experience developing AI algorithms or AI-System infrastructure in C/C++ or Python
Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience
Specialized experience in one or more of the following machine learning/deep learning domains: ML systems: AI infrastructure, optimization, high performance computing, machine learning compilers, GPU architecture, machine learning frameworks, Inference

Preferred Qualifications:

A track record of publication in major AI Conferences or a demonstrated history of launching successful open source AI tools

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.",3373741001
362,Machine Learning Engineer,SynergisticIT,"Hurricane, WV",On-site,Full-time · Entry level,201-500 employees,IT Services and IT Consulting,"This job is sourced from a job board. Learn more
About Us

Synergistic IT is a full-service staffing and placement firm servicing client in America for the past 12+ years. We are dedicated towards fulfilling the IT needs of our clients. From staffing to full implementation of projects we provide the highest quality IT Services. We don't just help you secure a Tech Job, but we build your solid career in technology.

Job Description

Technical Skills:

Python, Model Training/Testing

Primary Responsibilities

Working on the awesome AI product for document information extraction.

Build the next-generation information extraction product powered by state-of-the-art AI and Deep Learning techniques.

Work with an international top-notch engineering team with full commitment on

Machine Learning development.

Required Candidate profile

Skills Required

Passionate about search amp; AI technologies. Open to collaborating with colleague's amp; external contributors.

Good understanding about the mainstream deep learning models from multiple domains: computer vision, NLP, reinforcement learning, model optimization etc.

Skilled in the following programming languages: Python 3.

Good English skills especially for writing and reading documentation

Education Requirement

Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.

Benefit's Of Working With Our Clients

E-Verified.

Filing of H1b and Green Card.

Long Term Positions

On Job Technical Support.

Candidate who are missing the required skills, might be provided an option to enhance their skills, so that they can also apply for the role and can make a career in IT industry.

If you do respond via e-mail, please include a daytime phone number so that we can reach you. In considering candidates, time is of the essence, so please respond ASAP. Thank you",3366894025
363,Machine Learning Engineer,Booz Allen Hamilton,"Arlington, VA",Hybrid,Full-time · Entry level,"10,001+ employees",IT Services and IT Consulting,"Job Number: R0157798

Machine Learning Engineer

The Challenge:

Are you excited at the prospect of unlocking the secrets held by a data set? Are you fascinated by the possibilities presented by the IoT, machine learning, and artificial intelligence advances? In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist, you can turn these complex data sets into useful information to solve global challenges. Across private and public sectors from fraud detection to cancer research, to national intelligence, you know the answers are in the data.

We have an opportunity for you to use your analytical skills to improve the government's advanced analytics capabilities. You’ll work closely with your client to understand their questions and needs, and then dig into their data-rich environment to find the pieces of their information puzzle. You’ll develop algorithms, write scripts, build predictive analytics, apply machine learning and deep learning, and use the right combination of tools and frameworks to turn that set of disparate data points into objective answers to help drive innovation, research, and development for our military and government leaders to make informed decisions. You’ll provide your client with a deep understanding of their data, what it all means, and how they can use it. This position is a hybrid role with a combination of working at a Booz Allen office or client site and working remotely.

Join us as we use data science for good in bringing decision support and innovation to our clients.

Empower change with us.

You Have:
2+ years of experience with data science, machine learning engineering, data analytics, or software development
Experience with common programming languages, including Python, C++, Java, or R
Experience in working with structured, unstructured, or semi-structured data and conducting analysis
Experience with data wrangling techniques to cleanse data for data science applications
Experience with building statistical models and developing machine learning algorithms, including supervised, unsupervised, or reinforcement
Experience with designing and executing machine learning models and applications
Knowledge of the software development life cycle, testing, and version control
Ability to obtain a security clearance
Bachelor's degree

Nice If You Have:
Experience with distributed programming languages, including Spark or Scala
Experience with data engineering and data science tools, including Databricks, ElasticSearch, Apache NiFi, or StreamSets
Experience with business intelligence tools, including Tableau or Qlik
Experience with data lakes, data warehouses, or data lake houses
Experience with cloud services, including AWS, Azure, or Google Cloud
Experience with enterprise DataOps, DevSecOps, and MLOps processes to operationalize and monitor data science models
Experience with CI/CD, including Git, Jenkins, and Docker
Possession of excellent verbal and written communication skills

Clearance:

Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

Compensation:

At Booz Allen, we celebrate your contributions, provide you with opportunities and choices, and support your total well-being. Our offerings include health, life, disability, financial, and retirement benefits, as well as paid leave, professional development, tuition assistance, work-life programs, and dependent care. Our recognition awards program acknowledges employees for exceptional performance and superior demonstration of our values. Full time and part time employees working at least 20 hours a week on a regular basis are eligible to participate in Booz Allen’s benefit programs, individuals that do not meet the threshold are only eligible for select offerings, not inclusive of health benefits.

Salary for this position is determined by various factors, including but not limited to, location, the candidate’s particular combination of knowledge, skills, competencies and experience, as well as contract specific affordability and organizational requirements. The proposed salary range for this position is outlined below.

Colorado: $63,000 - $131,600 (annualized USD)

New York (including New York City): $66,900 - $160,800 (annualized USD)

Build Your Career:

At Booz Allen, we know the power of analytics and we’re dedicated to helping you grow as a data analysis professional. When you join Booz Allen, you’ll have the chance to:
access online and onsite training in data analysis and presentation methodologies, and tools like Hortonworks, Docker, Tableau, and Splunk
change the world with the Data Science Bowl—the world’s premier data science for social good competition
participate in partnerships with data science leaders, like our partnership with NVIDIA to deliver Deep Learning Institute (DLI) training to the federal government

You’ll have access to a wealth of training resources through our Analytics University, an online learning portal specifically geared towards data science and analytics skills, where you can access more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and state-of-the-art tech from our in-house experts. Pursuing certifications that directly impact your role? You may be able to take advantage of our tuition assistance, on-site boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want as you chart your own course for success.

We’re an equal employment opportunity/affirmative action employer that empowers our people to fearlessly drive change – no matter their race, color, ethnicity, religion, sex (including pregnancy, childbirth, lactation, or related medical conditions), national origin, ancestry, age, marital status, sexual orientation, gender identity and expression, disability, veteran status, military or uniformed service member status, genetic information, or any other status protected by applicable federal, state, local, or international law.",3359303581
364,Senior Machine Learning Software Engineer,Dropbox,"Tampa, FL",,Full-time,"1,001-5,000 employees","Technology, Information and Internet","Company Description
Dropbox is a leading global collaboration platform that's transforming the way people work together, from the smallest business to the largest enterprise. With more than 700 million registered users across more than 180 countries, our mission is to design a more enlightened way of working. From our headquarters in San Francisco to eight dedicated Studios and a worldwide team of employees who choose where they work best, our Virtual First approach is leading the way into the future of work.

Team Description
Our Engineering team is working to simplify the way people work together. They’re building a family of products that handle over a billion files a day for people around the world. With our broad mission and massive scale, there are countless opportunities to make an impact.


Role Description

Dropbox is looking for a Machine Learning Engineer. A Machine Learning engineer develops models, systems and features that leverage the massive scale of Dropbox’s user base to understand and predict user behavior to optimize the experience at all stages of the user journey at Dropbox. Relevant experience can range from working on a wide-variety of optimization, and classification problems, e.g. segmentation, propensity modeling, text/sentiment classification, click-through rate prediction, collaborative filtering/recommendation, or spam detection.


Responsibilities

Design, build, evaluate, deploy and iterate on large scale Machine Learning systems
Understand the Machine Learning stack at Dropbox, and build systems that help Dropbox personalize their users’ experience
Work with Product, Design, Infra and Frontend teams to bring your models, and features to life
Work with large scale data systems, and infrastructure
Evaluate the performance of machine learning systems against business objectives


Requirements

BS, MS, or PhD in Computer Science, Mathematics, Statistics, or other quantitative fields or related work experience
5+ years of experience building Machine Learning or AI systems
Strong industry experience working with large scale data
Strong analytical and problem-solving skills
Proven software engineering skills across multiple languages including but not limited to Python, Go, C/C++
Experience with Machine Learning software tools and libraries (e.g., Scikit-learn, TensorFlow, Keras, PyTorch, etc.)


Preferred Qualifications

PhD in Computer Science or related field with research in machine learning
Experience with one or more of the following: natural language processing, deep learning, bayesian reasoning, recommendation systems, learning for search, speech processing, learning from semistructured data, graph learning, reinforcement or active learning, ML software systems, machine learning on mobile devices


Total Rewards

At Dropbox, we strive to be a great place for all Dropboxers to grow and be recognized for that growth. This job posting reflects broad requirements, and represents two potential levels of role. Through our assessment process, we will identify your level that ties to compensation based on your experience and technical expertise along with the scope of the role. Our Engineering Career Framework is viewable by anyone outside the company and describes what’s expected for our engineers at each of our career levels. Check out our blog post on this topic and more here .
For candidates hired in Colorado, the expected salary/On-Target Earnings (OTE) range for the role is $149,600 - $176,000 - $202,400 if you are assessed at the IC3 level. If you are instead assessed at the IC4 level, the expected salary/On-Target Earnings (OTE) range for the role is $168,000 - $197,600 - $227,200.
This salary/OTE range represents the low, middle, and high end of the salary or OTE (Sales roles) range for this position, and is subject to change. To determine a Dropboxer’s starting pay we carefully consider a variety of factors, including primary work location and an evaluation of a candidate’s skills, experience, market demands, and internal parity. This position may be considered a promotional opportunity.
Salary/OTE is just one component of Dropbox’s total rewards package. All regular employees are also eligible for the corporate bonus program or a sales incentive (target included in OTE) as well as stock in the form of Restricted Stock Units (RSUs).
Dropbox is committed to investing in the holistic health and wellbeing of all Dropboxers and their families. Our benefits and perks programs include, but are not limited to:
Competitive medical, dental and vision coverage
(US Only) Competitive 401(k) Plan with a generous company match and immediate vesting
Flexible Time Off/Paid Time Off, paid holidays, 11 Company-wide PTO days, Volunteer time off and more
Protection Plans including; Life Insurance, Disability Insurance and Travel benefit plans
Perks Allowance to be used on what matters most to you, whether that’s wellness, learning and development, food & groceries, and much more
Parental benefits including; Parental Leave, Child and Adult Care, Day Care FSA (US Only), Fertility Benefits (US Only), Adoption and Surrogacy support and Lactation Support
Mental Health and Wellness benefits
Free Dropbox space for your friends and family

Additional benefits details are available upon request.Dropbox is in the process of updating our technology to provide pay ranges in New York City based on the recent amendments to the New York City Human Rights Law (NYCHRL). If you are based in NYC and have any questions about the pay range for this role, please contact paytransparency@ and provide your name and the job title to which you are interested in applying.
Dropbox is an equal opportunity employer. We are a welcoming place for everyone, and we do our best to make sure all people feel supported and connected at work. A big part of that effort is our support for members and allies of internal groups like Asians at Dropbox, BlackDropboxers, Latinx, Pridebox (LGBTQ), Vets at Dropbox, Women at Dropbox, ATX Diversity (based in Austin, Texas) and the Dropbox Empowerment Network (based in Dublin, Ireland).",3365931163
365,Machine Learning Engineer - Information Retrieval,Pryon,"Raleigh, NC",On-site,,None,None,,3367356969
366,Data Scientist/Machine Learning Engineer,Diverse Lynx,"Boston, MA",On-site,,None,None,"Role: Data Scientist/Machine Learning Engineer

Location: Boston, MA

Contract position/Full time position

Python Development experience
Data processing is Mandatory. Docker, CI/CD experience
Develop and consume REST APIs using Python Frameworks Django/Flask. 
Writing unit test cases using python test modules like pytest, unittest.
Experience in any relational or NoSQL databases, good to have experience in Oracle/MongoDB.
Strong technical, analytical and problem-solving skills.
Coordinate with the team and get the requirements.
Experience in writing the Technical Specification documents, API documents.
Able to work independently and as part of a team.
Diverse Lynx LLC is an Equal Employment Opportunity employer. All qualified applicants will receive due consideration for employment without any discrimination. All applicants will be evaluated solely on the basis of their ability, competence and their proven capability to perform the functions outlined in the corresponding role. We promote and support a diverse workforce across all levels in the company.",3363368042
367,Machine Learning Engineer,SynergisticIT,"Boston, MA",On-site,,None,None,"Synergistic IT is a full-service staffing and placement firm servicing client in America for the past 12+ years. We are dedicated towards fulfilling the IT needs of our clients. From staffing to full implementation of projects we provide the highest quality IT Services. We don't just help you secure a Tech Job, but we build your solid career in technology.

Technical Skills:

Python, Model Training/Testing

Working on the awesome AI product for document information extraction.

Build the next-generation information extraction product powered by state-of-the-art AI and Deep Learning techniques.

Work with an international top-notch engineering team with full commitment on

Machine Learning development.

Required Candidate profile

Passionate about search amp; AI technologies. Open to collaborating with colleague's amp; external contributors.

Good understanding about the mainstream deep learning models from multiple domains: computer vision, NLP, reinforcement learning, model optimization etc.

Skilled in the following programming languages: Python 3.

Good English skills especially for writing and reading documentation

Bachelors, Masters in Computer Science/ Computer Engineering/ Information Systems/Information Technology/ Electrical Engineering/ Mechanical Engineering.

E-Verified.

Long Term Positions

On Job Technical Support.

Candidate who are missing the required skills, might be provided an option to enhance their skills, so that they can also apply for the role and can make a career in IT industry.

If you do respond via e-mail, please include a daytime phone number so that we can reach you. In considering candidates, time is of the essence, so please respond ASAP.

Thank you",3367108186
368,Lead Machine Learning Engineer (Remote Eligible),Capital One,"McLean, VA",,,None,None,"Center 1 (19052), United States of America, McLean, VirginiaLead Machine Learning Engineer (Remote Eligible)

As a Capital One Machine Learning Engineer (MLE), you'll be part of an Agile team dedicated to productionizing machine learning applications and systems at scale. You’ll participate in the detailed technical design, development, and implementation of machine learning applications using existing and emerging technology platforms. You’ll focus on machine learning architectural design, develop and review model and application code, and ensure high availability and performance of our machine learning applications. You'll have the opportunity to continuously learn and apply the latest innovations and best practices in machine learning engineering.

What you’ll do in the role:
The MLE role overlaps with many disciplines, such as Ops, Modeling, and Data Engineering. In this role, you'll be expected to perform many ML engineering activities, including one or more of the following:
Design, build, and/or deliver ML models and components that solve real-world business problems, while working in collaboration with the Product and Data Science teams.
Inform your ML infrastructure decisions using your understanding of ML modeling techniques and issues, including choice of model, data, and feature selection, model training, hyperparameter tuning, dimensionality, bias/variance, and validation).
Solve complex problems by writing and testing application code, developing and validating ML models, and automating tests and deployment.
Collaborate as part of a cross-functional Agile team to create and enhance software that enables state-of-the-art big data and ML applications.
Retrain, maintain, and monitor models in production.
Leverage or build cloud-based architectures, technologies, and/or platforms to deliver optimized ML models at scale.
Construct optimized data pipelines to feed ML models.
Leverage continuous integration and continuous deployment best practices, including test automation and monitoring, to ensure successful deployment of ML models and application code.
Ensure all code is well-managed to reduce vulnerabilities, models are well-governed from a risk perspective, and the ML follows best practices in Responsible and Explainable AI.
Use programming languages like Python, Scala, or Java.

Capital One is open to hiring a Remote Employee for this opportunity.

Basic Qualifications:
Bachelor’s degree
At least 6 years of experience designing and building data-intensive solutions using distributed computing (Internship experience does not apply)
At least 4 years of experience programming with Python, Scala, or Java
At least 2 years of experience building, scaling, and optimizing ML systems

Preferred Qualifications:
Master's or doctoral degree in computer science, electrical engineering, mathematics, or a similar field
3+ years of experience building production-ready data pipelines that feed ML models
3+ years of on-the-job experience with an industry recognized ML framework such as scikit-learn, PyTorch, Dask, Spark, or TensorFlow
2+ years of experience developing performant, resilient, and maintainable code
2+ years of experience with data gathering and preparation for ML models
2+ years of people leader experience
1+ years of experience leading teams developing ML solutions using industry best practices, patterns, and automation
Experience developing and deploying ML solutions in a public cloud such as AWS, Azure, or Google Cloud Platform
Experience designing, implementing, and scaling complex data pipelines for ML models and evaluating their performance
ML industry impact through conference presentations, papers, blog posts, open source contributions, or patents

At this time, Capital One will not sponsor a new applicant for employment authorization for this position.

The minimum and maximum full-time annual salaries for this role are listed below, by location. Please note that this salary information is solely for candidates hired to perform work within one of these locations, and refers to the amount Capital One is willing to pay at the time of this posting. Salaries for part-time roles will be prorated based upon the agreed upon number of hours to be regularly worked.

Location is New York City- $190,950 and $225,278 for Lead Machine Learning EngineerLocation is Colorado- $161,847 and $190,943 for Lead Machine Learning Engineer

Candidates hired to work in other locations will be subject to the pay range associated with that location, and the actual annualized salary amount offered to any candidate at the time of hire will be reflected solely in the candidate’s offer letter.

No agencies please. Capital One is an Equal Opportunity Employer committed to diversity and inclusion in the workplace. All qualified applicants will receive consideration for employment without regard to sex, race, color, age, national origin, religion, physical and mental disability, genetic information, marital status, sexual orientation, gender identity/assignment, citizenship, pregnancy or maternity, protected veteran status, or any other status prohibited by applicable national, federal, state or local law. Capital One promotes a drug-free workplace. Capital One will consider for employment qualified applicants with a criminal history in a manner consistent with the requirements of applicable laws regarding criminal background inquiries, including, to the extent applicable, Article 23-A of the New York Correction Law; San Francisco, California Police Code Article 49, Sections 4901-4920; New York City’s Fair Chance Act; Philadelphia’s Fair Criminal Records Screening Act; and other applicable federal, state, and local laws and regulations regarding criminal background inquiries.

If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation, please contact Capital One Recruiting at 1-800-304-9102 or via email at RecruitingAccommodation@capitalone.com . All information you provide will be kept confidential and will be used only to the extent required to provide needed reasonable accommodations.

For technical support or questions about Capital One's recruiting process, please send an email to Careers@capitalone.com

Capital One does not provide, endorse nor guarantee and is not liable for third-party products, services, educational tools or other information available through this site.

Capital One Financial is made up of several different entities. Please note that any position posted in Canada is for Capital One Canada, any position posted in the United Kingdom is for Capital One Europe and any position posted in the Philippines is for Capital One Philippines Service Corp. (COPSSC).",3360542944
369,"Software Engineer III, Embedded Systems/Firmware, Fitbit",Google,"San Diego, CA",On-site,,None,None,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: San Francisco, CA, USA; San Diego, CA, USA; Seattle, WA, USA.

Minimum qualifications:
Bachelor’s degree or equivalent practical experience. 
2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
2 years of experience with data structures or algorithms in either an academic or industry setting. 

Preferred qualifications:
Master's degree or PhD in Computer Science or related technical field. 
2 years of experience working with embedded operating systems.
Experience developing accessible technologies. 
Experience working with C programming language.

Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.

Fitbit’s wide range of innovative products, including smartwatches, trackers, and a smart scale, help people lead healthier, more active lives by empowering them with data, inspiration, and guidance to reach their health and fitness goals. Coupled with our leading software and Fitbit Premium, our immersive platform experience delivers personalized experiences, insights, and guidance to support our users’ health and wellness. Fitbit’s mission has always been to help make everyone in the world healthier and now, as part of Google we’ll be able to make health even more accessible to everyone.

The US base salary range for this full-time position is $126,000-$190,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits.

Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
Review code developed by other engineers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency). 
Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback. 
Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality. 
Write product or system development code.

Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .",3368704553
